1.245397e+00	4.095607e+03	1.000000e+00
5.181948e-01	6.353742e+02	1.000000e+00
1.871388e+00	8.633087e+02	1.000000e+00
3.515243e-01	7.326309e+03	1.000000e+00
3.619077e-01	9.429162e+03	1.000000e+00
9.249537e-01	7.166057e+03	1.000000e+00
1.202600e+00	8.137306e+03	1.000000e+00
2.649416e-01	3.190568e+03	1.000000e+00
4.632839e-01	4.306458e+03	1.000000e+00
1.838363e+00	7.742599e+03	1.000000e+00
1.150291e+00	4.134103e+03	1.000000e+00
1.236217e-01	8.776846e+03	1.000000e+00
3.116686e-02	6.960950e+02	1.000000e+00
7.735675e-01	6.070336e+03	1.000000e+00
6.788902e-02	1.206937e+03	1.000000e+00
7.666329e-01	5.157944e+03	1.000000e+00
8.644712e-01	3.008391e+03	1.000000e+00
1.437639e+00	1.946241e+03	1.000000e+00
3.210812e-02	1.577104e+03	1.000000e+00
4.210135e-01	2.334195e+03	1.000000e+00
1.454662e+00	8.544202e+03	1.000000e+00
4.430500e-01	9.140907e+03	1.000000e+00
3.364110e-01	5.920854e+03	1.000000e+00
1.509250e+00	9.466228e+03	1.000000e+00
4.531938e-02	6.633472e+03	1.000000e+00
1.584692e+00	9.270078e+03	1.000000e+00
1.305069e+00	7.285213e+03	1.000000e+00
1.307304e+00	6.238637e+03	1.000000e+00
1.170169e+00	5.394452e+03	1.000000e+00
9.260854e-01	4.082942e+03	1.000000e+00
8.464671e-01	5.847557e+03	1.000000e+00
2.278942e-01	9.270454e+03	1.000000e+00
2.570947e-01	8.720753e+03	1.000000e+00
1.330875e+00	7.350442e+03	1.000000e+00
1.644387e+00	8.077809e+03	1.000000e+00
1.781546e+00	8.490869e+03	1.000000e+00
1.580667e+00	2.864269e+02	1.000000e+00
1.044050e-02	2.953033e+03	1.000000e+00
6.229987e-01	4.550022e+03	1.000000e+00
9.338923e-01	2.557147e+03	1.000000e+00
8.050198e-01	3.741996e+03	1.000000e+00
7.436737e-01	4.303307e+02	1.000000e+00
1.478015e+00	4.491407e+03	1.000000e+00
7.477816e-01	6.494339e+03	1.000000e+00
7.801988e-01	2.123437e+03	1.000000e+00
1.922328e+00	2.074736e+03	1.000000e+00
7.298917e-01	5.360723e+03	1.000000e+00
1.441984e+00	3.751300e+03	1.000000e+00
9.224748e-02	5.991587e+03	1.000000e+00
1.821779e+00	4.340637e+03	1.000000e+00
1.196491e+00	7.298140e+03	1.000000e+00
7.370894e-01	9.859080e+03	1.000000e+00
1.379169e+00	6.428740e+03	1.000000e+00
1.430150e+00	9.036711e+03	1.000000e+00
8.125913e-01	2.542621e+03	1.000000e+00
1.093355e+00	6.554457e+03	1.000000e+00
1.934345e-02	1.069665e+03	1.000000e+00
4.244337e-01	6.518643e+03	1.000000e+00
8.095374e-01	3.813680e+02	1.000000e+00
1.401366e+00	1.497104e+03	1.000000e+00
1.112915e+00	4.281282e+03	1.000000e+00
2.111969e-01	2.698612e+03	1.000000e+00
5.335935e-01	1.372864e+03	1.000000e+00
1.422381e+00	6.808596e+03	1.000000e+00
4.186835e-01	2.011542e+03	1.000000e+00
1.355931e+00	6.090097e+03	1.000000e+00
1.330783e+00	5.746509e+03	1.000000e+00
1.542028e+00	3.132856e+03	1.000000e+00
1.006090e+00	5.948462e+03	1.000000e+00
5.525540e-01	7.244230e+03	1.000000e+00
1.310922e+00	9.033116e+03	1.000000e+00
6.014861e-01	9.600621e+03	1.000000e+00
1.860086e+00	9.504483e+03	1.000000e+00
1.022950e+00	3.903192e+03	1.000000e+00
1.055336e+00	9.615112e+03	1.000000e+00
1.494010e+00	7.874919e+03	1.000000e+00
4.521451e-01	3.597553e+03	1.000000e+00
1.638811e+00	8.664049e+03	1.000000e+00
9.072603e-01	9.073711e+03	1.000000e+00
