-2.709573685	 0.579829371	-3.828826878	 1.000000000
 0.605636281	-2.575300174	 3.859957250	 1.000000000
-1.670666664	-2.272248669	-3.564689304	 1.000000000
 3.101471862	-0.535704951	 3.027356548	 1.000000000
-0.667319182	 0.311638544	 0.534155423	 1.000000000
 0.707101556	-1.434900466	 0.215995348	 1.000000000
 0.628415985	-2.684658030	-1.745171142	 1.000000000
 1.309242565	 0.002769736	-0.521887985	 1.000000000
-1.933157050	-1.449681664	-1.932090957	 1.000000000
-0.264538949	 3.209637853	-1.553324186	 1.000000000
 2.101460087	-4.804558355	-1.678046845	 1.000000000
-1.915401843	 3.056474385	 3.760345454	 1.000000000
-0.515610047	-1.178059786	-1.276071427	 1.000000000
-2.518742062	 0.432389551	 1.663517309	 1.000000000
 1.491121630	 1.063388197	 1.773970704	 1.000000000
-3.517148207	-0.115632394	-2.414506042	 1.000000000
-5.429791451	 1.315113123	-2.386407577	 1.000000000
 3.476264179	-0.115630628	-0.732216521	 1.000000000
-0.590792373	 1.216585211	-2.094205879	 1.000000000
 1.946599482	-1.394056152	 1.157148549	 1.000000000
 2.024379237	-0.321240837	 0.895300108	 1.000000000
 1.311446357	 1.363354877	-1.188932680	 1.000000000
-0.723232048	-0.866306596	-3.765435413	 1.000000000
-0.069233049	-0.877198430	-3.929047062	 1.000000000
-1.214583319	-1.875379011	 1.889334827	 1.000000000
-0.064710229	-0.683055597	-1.491729132	 1.000000000
-1.224467546	-0.463765838	-2.178747938	 1.000000000
 1.199036090	 2.035533258	 0.359041461	 1.000000000
 2.997898548	 2.339431420	-0.979128587	 1.000000000
 1.664844095	 1.422550827	 0.307766700	 1.000000000
-5.004400911	 1.113489638	-1.541090538	 1.000000000
-1.843943255	-0.311483858	 1.085750725	 1.000000000
 2.699759332	 3.798370129	-0.114516124	 1.000000000
-0.916363773	-4.415568418	 0.173970878	 1.000000000
 1.219934367	-0.976742975	-1.997301471	 1.000000000
-1.062755111	-0.627647960	-0.094439451	 1.000000000
 1.336503199	 1.347615977	-0.209889972	 1.000000000
 1.128285325	 3.958145665	 1.519243318	 1.000000000
 0.113159117	-1.917755802	-0.203487407	 1.000000000
-1.450629052	 2.032907776	 0.573646051	 1.000000000
-0.875836184	 3.006525659	 2.644272123	 1.000000000
 1.583156408	-0.614534784	-3.321782070	 1.000000000
 1.171759253	 2.846599171	-0.904351087	 1.000000000
 3.148066199	-0.490804115	-2.762071585	 1.000000000
 3.421240342	 1.371546813	 1.422137293	 1.000000000
-2.900897399	 0.943323411	 0.642889348	 1.000000000
-3.799893978	 0.945910430	 1.151556761	 1.000000000
-0.684757223	-4.076303033	-0.217415484	 1.000000000
-0.174412766	-0.591913863	 1.896385736	 1.000000000
 0.986735431	 0.215799384	-0.571763514	 1.000000000
 0.720727892	-0.962290449	-1.323243292	 1.000000000
-3.323876937	-1.517908583	-1.668110202	 1.000000000
 1.958407417	 2.184975169	 0.564167620	 1.000000000
 0.644579544	-0.719210208	 0.160609656	 1.000000000
 0.530707732	 0.097043153	-1.668894024	 1.000000000
-0.999269182	-2.515031590	-0.334959099	 1.000000000
